정류장ID,정류장표준ID,정류장타입,중앙차로구분,한글명칭,단축명,X좌표,Y좌표,검출헤딩값,링크ID,링크선상의X좌표,링크선상의Y좌표,링크내정류장순번,링크내정류장거리,출발판단거리,도착판단거리,개정번호,관할관청,정류장서비스ID,정류장서비스이름
4074,355004085,0,0,대실역 청아람건너,다사,128.467013 ,35.856115 ,133,1570000200,128.467067 ,35.856160 ,2,622,50,50,,,14074,대실역 청아람건너
2117,355002128,0,0,대양산업,대양산업,128.407159 ,35.956466 ,30,3690015900,128.407161 ,35.956466 ,1,2356,50,50,,,12117,대양산업
187,355000325,0,0,원호대우아파트앞,원호대우아파트앞,128.329198 ,36.153042 ,335,3550002700,128.329205 ,36.153016 ,6,1918.9,50,50,1398,,10187,원호대우아파트앞
188,355000633,0,0,원호대우아파트건너,원호대우아파트건너,128.329062 ,36.153031 ,162,3550044900,128.329052 ,36.153024 ,1,151,50,50,1398,,10188,원호대우아파트건너
190,355000868,0,0,대우전자네거리(LG전자방면),대우전자네거리,128.385197 ,36.091613 ,137,3550101800,128.385374 ,36.091693 ,1,94.4,50,50,1214,,10190,대우전자네거리
189,355000566,0,0,대우전자네거리(대우전자후문방면),대우전자네거리,128.385620 ,36.091849 ,358,3550130600,128.385516 ,36.092009 ,2,363,50,50,1372,,10189,대우전자네거리
191,355000567,0,0,대우전자후문,대우전자후문,128.385572 ,36.096340 ,357,3550101700,128.385452 ,36.096436 ,1,333,50,50,1372,,10191,대우전자후문
194,355000814,0,0,대원(태봉1리방면),대원,128.235468 ,36.283582 ,298,3550116500,128.235427 ,36.283509 ,3,2254.1,50,50,1099,,10194,대원
192,355000610,0,0,대원(선산휴게소밑방면),대원,128.235652 ,36.283156 ,131,3550116400,128.235709 ,36.283220 ,4,2866.5,50,50,1099,,10192,대원
2118,355002129,0,0,대원 에스지아이,대원 에스지아이,128.421637 ,35.970346 ,227,3690007900,128.421679 ,35.970290 ,3,1006.8,50,50,1016,,12118,대원 에스지아이
193,355000611,0,0,대원(선산휴게소밑방면),대원,128.242265 ,36.280360 ,119,3550116400,128.242305 ,36.280424 ,5,3539.3,50,50,1099,,10193,대원
2119,355002130,0,0,대일기업,대일기업,128.412945 ,35.957161 ,97,3690000200,128.412950 ,35.957197 ,1,179.4,50,50,,,12119,대일기업
2120,355002131,0,0,대화전기,대화전기,128.403678 ,35.945271 ,163,3690033400,128.403694 ,35.945275 ,5,1414.4,50,50,,,12120,대화전기
2121,355002132,0,0,덕산,덕산,128.385661 ,36.042928 ,197,3690034000,128.385645 ,36.042937 ,4,6630.7,50,50,1373,,12121,덕산
2122,355002133,0,0,덕천,덕천,128.492258 ,35.934897 ,194,3690006400,128.492301 ,35.934888 ,1,309.1,50,50,,,12122,덕천
2123,355002134,0,0,덕천건너,덕천건너,128.492470 ,35.934842 ,15,3690023800,128.492427 ,35.934851 ,7,6148.3,50,50,,,12123,덕천건너
195,355000504,0,0,덕촌(봉곡방면),덕촌,128.254211 ,36.258894 ,173,3550024300,128.254195 ,36.258903 ,2,1184.3,50,50,,,10195,덕촌
196,355000790,0,0,덕촌(덕촌2리방면),덕촌,128.254285 ,36.258764 ,358,3550066600,128.254314 ,36.258762 ,1,735.6,50,50,,,10196,덕촌
197,355000501,0,0,덕촌1리(포상2리하송방면),덕촌1리,128.250627 ,36.251827 ,285,3550023600,128.250634 ,36.251848 ,1,581.3,50,50,,,10197,덕촌1리
198,355000788,0,0,덕촌1리(봉곡방면),덕촌1리,128.250414 ,36.251774 ,73,3550066000,128.250426 ,36.251753 ,3,2023.9,50,50,,,10198,덕촌1리
200,355000815,0,0,덕촌2리(선산휴게소밑방면),덕촌2리,128.251457 ,36.269472 ,355,3550116500,128.251361 ,36.269528 ,1,11,50,50,1099,,10200,덕촌2리
199,355000505,0,0,덕촌2리(덕촌방면),덕촌2리,128.251205 ,36.269053 ,177,3550024300,128.251265 ,36.269098 ,1,7.5,50,50,,,10199,덕촌2리
201,355000380,0,0,델코전지,델코전지,128.417258 ,36.112698 ,181,3550008800,128.417329 ,36.112699 ,5,2926.1,50,50,,,10201,델코전지
204,355000361,0,0,도개1리(궁리2리재궁방면),도개1리,128.353841 ,36.288432 ,243,3550006800,128.353830 ,36.288447 ,2,287.5,50,50,1354,,10204,도개1리
205,355000622,0,0,"도개1리(도개1,2리방면)",도개1리,128.353828 ,36.288342 ,67,3550042900,128.353839 ,36.288326 ,3,2810.5,50,50,,,10205,도개1리
2126,355002137,0,0,도개1리용수,도개1리용수,128.461758 ,36.047092 ,247,3690008100,128.461751 ,36.047108 ,10,5950.1,50,50,,,12126,도개1리용수
2127,355002138,0,0,도개1리용수건너,도개1리용수건너,128.461696 ,36.046997 ,72,3690025500,128.461703 ,36.046980 ,3,1998.9,50,50,,,12127,도개1리용수건너
2124,355002135,0,0,도개1리입구,도개1리입구,128.457522 ,36.045993 ,277,3690008100,128.457521 ,36.046010 ,11,6364,50,50,,,12124,도개1리입구
2125,355002136,0,0,도개1리건너,도개1리건너,128.457656 ,36.045926 ,88,3690025500,128.457657 ,36.045907 ,2,1602.1,50,50,,,12125,도개1리건너
206,355000356,0,0,도개2리(신라불교초전지),도개2리,128.361451 ,36.288533 ,285,3550006200,128.361408 ,36.288484 ,2,1091.3,50,50,1354,,10206,도개2리
207,355000662,0,0,도개2리(신라불교초전지건너),도개2리,128.361239 ,36.288474 ,124,3550049100,128.361227 ,36.288459 ,1,429.1,50,50,1353,,10207,도개2리
2128,355002139,0,0,도개2리도개온천,도개2리도개온천,128.469423 ,36.048996 ,253,3690008100,128.469421 ,36.049001 ,8,5210.6,50,50,,,12128,도개2리도개온천
2129,355002140,0,0,도개2리도개온천건너,도개2리도개온천건너,128.469608 ,36.048955 ,80,3690025500,128.469616 ,36.048930 ,5,2761.3,50,50,,,12129,도개2리도개온천건너
2130,355002141,0,0,도개2리매남,도개2리매남,128.467429 ,36.048793 ,267,3690008100,128.467425 ,36.048805 ,9,5395.9,50,50,,,12130,도개2리매남
2131,355002142,0,0,도개2리매남건너,도개2리매남건너,128.467343 ,36.048691 ,65,3690025500,128.467352 ,36.048672 ,4,2550.9,50,50,,,12131,도개2리매남건너
2302,355002313,0,0,신동역,신동역,128.485689 ,35.956923 ,97,3690032100,128.485687 ,35.956905 ,3,1161.8,50,50,,,12302,신동역
513,355000073,0,0,신동입구(신동새마을방면),신동입구,128.465385 ,36.094722 ,75,3550123600,128.465330 ,36.094864 ,4,1703,50,50,1130,,10513,신동입구
514,355000206,0,0,신동입구(구평새월못방면),신동입구,128.465044 ,36.094985 ,255,3550123700,128.465109 ,36.094941 ,1,28,50,50,1399,,10514,신동입구
2303,355002314,0,0,신동제입구삼거리건너,신동제입구삼거리건너,128.495551 ,35.944877 ,212,3690007200,128.495534 ,35.944889 ,2,1729.6,50,50,,,12303,신동제입구삼거리건너
2304,355002315,0,0,신동제입구삼거리,신동제입구삼거리,128.495372 ,35.944573 ,38,3690024500,128.495389 ,35.944563 ,2,697,50,50,,,12304,신동제입구삼거리
2247,355002258,0,0,상납실입구,상납실입구,128.506598 ,35.915563 ,232,3690023800,128.506623 ,35.915533 ,3,2003.6,50,50,,,12247,상납실입구
271,355000785,0,0,무을정류장(새마을금고앞),무을정류장,128.193327 ,36.261353 ,109,3550112000,128.193359 ,36.261434 ,3,1514.8,50,50,1092,,10271,무을정류장
272,355000499,0,0,무이리(송삼2리방면),무이리,128.222800 ,36.254395 ,297,3550023300,128.222806 ,36.254412 ,1,92.4,50,50,,,10272,무이리
274,355000786,0,0,무이리(웅곡리방면),무이리,128.222553 ,36.254427 ,119,3550065600,128.222539 ,36.254407 ,1,1331,50,50,,,10274,무이리
275,355000823,0,0,무이리 물골안,무이리 물골안,128.220001 ,36.259871 ,510,3550069000,128.220006 ,36.259863 ,1,682.6,50,50,,,10275,무이리 물골안
273,355000526,0,0,무이리(가네골방면),무이리,128.222612 ,36.254628 ,194,3550026700,128.222591 ,36.254634 ,1,651.6,50,50,,,10273,무이리
276,355000427,0,0,묵어2리(하장3거리방면),묵어2리,128.523616 ,36.144166 ,279,3550013400,128.523623 ,36.144194 ,1,1310.5,50,50,,,10276,묵어2리
277,355000724,0,0,묵어2리(묵어리종점방면),묵어2리,128.523534 ,36.144121 ,89,3550055900,128.523530 ,36.144096 ,1,3127.7,50,50,,,10277,묵어2리
278,355000406,0,0,묵어리(하장3거리방면),묵어리,128.489472 ,36.141189 ,170,3550011500,128.489450 ,36.141187 ,1,1077.7,50,50,,,10278,묵어리
279,355000705,0,0,묵어리(상림리입구방면),묵어리,128.489598 ,36.141008 ,348,3550054100,128.489620 ,36.141011 ,1,310.5,50,50,,,10279,묵어리
280,355000725,0,0,묵어리종점,묵어리종점,128.537554 ,36.141053 ,510,3550055900,128.537543 ,36.141052 ,2,4447.8,50,50,,,10280,묵어리종점
281,355000396,0,0,문량리(괴곡2리방면),문량리,128.398245 ,36.182534 ,145,3550010400,128.398226 ,36.182524 ,3,1228.4,50,50,,,10281,문량리
283,355000696,0,0,문량리(오상리방면),문량리,128.398321 ,36.182572 ,346,3550052900,128.398340 ,36.182581 ,4,2541.3,50,50,,,10283,문량리
282,355000397,0,0,문량리(괴곡리방면),문량리,128.400477 ,36.180430 ,130,3550010400,128.400464 ,36.180415 ,4,1540.5,50,50,,,10282,문량리
284,355000489,0,0,고아세영리첼아파트건너,문성1리,128.338885 ,36.157906 ,73,3550022300,128.338847 ,36.157958 ,2,1023,50,50,,,10284,고아세영리첼아파트건너
285,355000778,0,0,고아세영리첼아파트앞,문성1리,128.338722 ,36.158092 ,243,3550065000,128.338759 ,36.158041 ,1,552.6,50,50,,,10285,고아세영리첼아파트앞
287,355000897,0,0,문성3리(낙동강부대건너방면),문성3리,128.353345 ,36.161279 ,9,3550082100,128.353245 ,36.161295 ,1,372,50,50,,,10287,문성3리
286,355000601,0,0,문성3리(농산물도매시장방면),문성3리,128.352855 ,36.160690 ,184,3550040000,128.352960 ,36.160673 ,1,186,50,50,,,10286,문성3리
680,355000639,0,0,월곡리(월곡마을회관방면),월곡리,128.362939 ,36.230127 ,314,3550046400,128.362951 ,36.230139 ,3,1458.7,50,50,,,10680,월곡리
681,355000337,0,0,월곡마을회관건너,월곡마을회관,128.359456 ,36.230565 ,90,3550003900,128.359455 ,36.230549 ,1,109.2,50,50,,,10681,월곡마을회관
682,355000640,0,0,월곡마을회관앞,월곡마을회관,128.359607 ,36.230634 ,275,3550046400,128.359601 ,36.230650 ,4,1771.3,50,50,,,10682,월곡마을회관
2374,355002385,0,0,월드피아 아파트입구,월드피아 아파트입구,128.379775 ,35.984989 ,308,3690002000,128.379787 ,35.985001 ,1,280.3,50,50,,,12374,월드피아 아파트입구
2375,355002386,0,0,월드피아 아파트,월드피아 아파트,128.379038 ,35.985307 ,122,3690019400,128.379028 ,35.985294 ,12,7343.4,50,50,,,12375,월드피아 아파트
683,355000666,0,0,월림1리,월림1리,128.311069 ,36.308469 ,275,3550049300,128.311110 ,36.308469 ,5,3447.3,50,50,1409,,10683,월림1리
684,355000363,0,0,월림1리입구(월림2리임호방면),월림1리입구,128.317618 ,36.314267 ,120,3550006900,128.317660 ,36.314254 ,1,6.5,50,50,,,10684,월림1리입구
542,355000149,0,0,금오레미콘건너,금오레미콘,128.377069 ,36.090508 ,5,3550101300,128.377029 ,36.090508 ,1,82.2,50,50,1264,,10542,쌍용레미콘
4196,355004207,0,0,아랫시장앞,아랫시장,128.129070 ,36.119471 ,279,3530038700,128.129214 ,36.119471 ,7,2562,50,50,1406,,14196,아랫시장
685,355000670,0,0,월림1리입구(용정리방면),월림1리입구,128.317680 ,36.314358 ,309,3550049600,128.317695 ,36.314371 ,3,1539.9,50,50,1378,,10685,월림1리입구
686,355000364,0,0,월림2리 임호(도개문화마을방면),월림2리 임호,128.323882 ,36.309251 ,100,3550006900,128.323876 ,36.309234 ,3,848.1,50,50,1378,,10686,월림2리 임호
4252,355004263,0,0,육신사입구앞,육신사,128.419893 ,35.903326 ,129,1570001600,128.419880 ,35.903313 ,2,903,50,50,,,14252,육신사입구
4253,355004264,0,0,육신사입구건너,육신사,128.420050 ,35.903370 ,322,1570000800,128.420032 ,35.903352 ,8,3749.9,50,50,,,14253,육신사입구
2378,355002389,0,0,율1리,율1리,128.344318 ,36.056710 ,175,3690013500,128.344361 ,36.056714 ,1,324.4,50,50,,,12378,율1리
2379,355002390,0,0,율1리입구,율1리입구,128.344500 ,36.057055 ,355,3690031100,128.344456 ,36.057050 ,2,1281.6,50,50,,,12379,율1리입구
2380,355002391,0,0,율리,율리,128.344925 ,36.051639 ,175,3690013500,128.344978 ,36.051641 ,2,890.1,50,50,,,12380,율리
2381,355002392,0,0,율리입구,율리입구,128.345088 ,36.052420 ,351,3690031100,128.345042 ,36.052418 ,1,764.8,50,50,,,12381,율리입구
4254,355004265,0,0,읍내동행정복지센터,읍내동주민센터,128.551368 ,35.946245 ,6,1540000400,128.551241 ,35.946256 ,6,2910,50,50,,,14254,읍내동행정복지센터
2382,355002393,0,0,응추리 노인회관건너,응추리 노인회관건너,128.605916 ,36.041521 ,82,3690017400,128.605921 ,36.041501 ,5,3618.5,50,50,,,12382,응추리 노인회관건너
2383,355002394,0,0,응추리 노인회관,응추리 노인회관,128.605451 ,36.041412 ,235,3690034800,128.605443 ,36.041416 ,7,5625.4,50,50,,,12383,응추리 노인회관
2384,355002395,0,0,응추리 음지마을입구,응추리 음지마을입구,128.612906 ,36.041757 ,342,3690017400,128.612921 ,36.041761 ,6,4392.6,50,50,,,12384,응추리 음지마을입구
2385,355002396,0,0,응추리 음지마을,응추리 음지마을,128.612764 ,36.041813 ,156,3690034800,128.612755 ,36.041806 ,6,4814.6,50,50,,,12385,응추리 음지마을
4255,355004266,0,0,의1리(경북과학기술고방면),의1리,128.236875 ,36.175725 ,184,3550089200,128.237027 ,36.175715 ,1,790,50,50,1257,,14255,의1리
4256,355004267,0,0,의1리(공쌍골방면),의1리,128.237164 ,36.175503 ,14,3550089100,128.237107 ,36.175519 ,1,1189.8,50,50,1257,,14256,의1리
4257,355004268,0,0,의동입구,의동,128.247228 ,36.159198 ,80,3530000800,128.247221 ,36.159234 ,1,48.3,50,50,,,14257,의동입구
2200,355002211,0,0,복성4리건너,복성4리건너,128.346323 ,36.045163 ,109,3690054400,128.346323 ,36.045267 ,1,70.3,50,50,1387,,12200,복성4리건너
2201,355002212,0,0,복성4리,복성4리,128.346955 ,36.045158 ,298,3690054300,128.346776 ,36.045218 ,2,1838.1,50,50,1387,,12201,복성4리
2,355000713,0,0,4공단(우미린더스카이건너방면),4공단,128.429585 ,36.136961 ,85,3550050600,128.428131 ,36.136755 ,1,40,50,50,1039,,10002,4공단
3,355000381,0,0,4공단입구건너(인동농협옥계지점),4공단입구,128.417357 ,36.137816 ,188,3550008900,128.417503 ,36.137799 ,1,99.4,50,50,1278,,10003,4공단입구건너(인동농협옥계지점)
5,355000685,0,0,4공단입구(옥계방면),4공단입구,128.417766 ,36.137739 ,8,3550051500,128.417630 ,36.137754 ,1,117,50,50,,,10005,4공단입구
4,355000383,0,0,4공단입구(LG베스트샵앞),4공단입구,128.417043 ,36.136046 ,188,3550009100,128.417155 ,36.136034 ,1,78.8,50,50,,,10004,4공단입구
6,355000368,0,0,우미린더스카이앞,우미린더스카이앞,128.432829 ,36.137983 ,252,3550007900,128.432875 ,36.137843 ,1,422.5,50,50,1147,,10006,우미린더스카이앞
7,355000676,0,0,우미린더스카이건너,우미린더스카이건너,128.432369 ,36.137558 ,76,3550050600,128.432350 ,36.137619 ,2,328,50,50,1147,,10007,우미린더스카이건너
9,355000825,0,0,가네골(무이리방면),가네골,128.222819 ,36.246655 ,274,3550069100,128.222825 ,36.246682 ,3,1507.2,50,50,,,10009,가네골
8,355000528,0,0,가네골(백자리방면),가네골,128.222718 ,36.246613 ,114,3550026800,128.222709 ,36.246595 ,1,880.1,50,50,,,10008,가네골
10,355000425,0,0,가라골건너,가라골,128.430545 ,36.132325 ,297,3550090300,128.430572 ,36.132303 ,1,358,50,50,1065,,10010,가라골
11,355000722,0,0,가라골앞,가라골,128.430227 ,36.132227 ,128,3550092600,128.430292 ,36.132339 ,1,164.7,50,50,1090,,10011,가라골
12,355000350,0,0,가산1리(가산리방면),가산1리,128.298216 ,36.329806 ,89,3550005400,128.298227 ,36.329778 ,3,1525.2,50,50,1398,,10012,가산1리
13,355000665,0,0,가산1리(용산리방면),가산1리,128.298349 ,36.329933 ,260,3550049200,128.298343 ,36.329940 ,4,1953.5,50,50,1398,,10013,가산1리
2004,355002015,0,0,가산1리입구,가산1리입구,128.596375 ,36.043295 ,217,3690017400,128.596352 ,36.043293 ,3,2479.8,50,50,1014,,12004,가산1리입구
2005,355002016,0,0,가산1리,가산1리,128.596111 ,36.042464 ,175,3690017400,128.596095 ,36.042461 ,4,2576.6,50,50,,,12005,가산1리
2006,355002017,0,0,가산2리,가산2리,128.594857 ,36.053732 ,330,3690034800,128.594878 ,36.053743 ,10,8065.2,50,50,1275,,12006,가산2리
2007,355002018,0,0,가산2리한뜸,가산2리한뜸,128.584653 ,36.056812 ,510,3690034800,128.584652 ,36.056803 ,11,9171.6,50,50,1275,,12007,가산2리한뜸
2008,355002019,0,0,가산2리아래신당,가산2리아래신당,128.594849 ,36.053616 ,170,3690017400,128.594828 ,36.053605 ,1,1125.6,50,50,,,12008,가산2리아래신당
14,355000667,0,0,가산리,가산리,128.296929 ,36.318568 ,296,3550049300,128.296943 ,36.318601 ,3,1475.5,50,50,1387,,10014,가산리
2010,355002021,0,0,가실입구삼거리,가실입구삼거리,128.403472 ,35.937819 ,354,3690020500,128.403448 ,35.937755 ,1,126.7,50,50,1388,,12010,가실입구삼거리
4001,355004012,0,0,가야요양병원,가야요양병원,128.304071 ,35.932851 ,66,3680000200,128.304079 ,35.932837 ,4,1798.4,50,50,,,14001,가야요양병원
4002,355004013,0,0,가야장례식장2,가야장례식장,128.304586 ,35.933213 ,228,2147483647,128.304574 ,35.933225 ,6,5026,50,50,1014,,14002,가야장례식장2
2011,355002022,0,0,가정,가정,128.516864 ,35.921854 ,52,3690006400,128.516839 ,35.921883 ,7,5645.8,50,50,1008,,12011,가정
2012,355002023,0,0,가정건너,가정건너,128.516327 ,35.921763 ,232,3690023800,128.516354 ,35.921734 ,1,887.4,50,50,,,12012,가정건너
163,355000490,0,0,농산물도매시장앞,농산물도매시장앞,128.351867 ,36.156387 ,187,3550022600,128.351932 ,36.156387 ,1,290,50,50,1382,,10163,농산물도매시장앞
2002,355002013,0,0,가산입구,가산입구,128.551149 ,36.007913 ,174,3690002600,128.551184 ,36.007916 ,5,5060.4,50,50,1361,,12002,가산입구
2003,355002014,0,0,가산입구건너,가산입구건너,128.551431 ,36.007582 ,355,3690020100,128.551365 ,36.007575 ,2,1476.8,50,50,1016,,12003,가산입구건너
2013,355002024,0,0,각산입구,각산입구,128.322258 ,35.996385 ,283,3690002000,128.322260 ,35.996398 ,12,6676.6,50,50,,,12013,각산입구
2014,355002025,0,0,각산,각산,128.321874 ,35.996394 ,107,3690019400,128.321868 ,35.996377 ,1,992.7,50,50,,,12014,각산
2015,355002026,0,0,각산상회앞,각산상회,128.325807 ,35.996863 ,293,3690002000,128.325812 ,35.996880 ,11,6342.6,50,50,,,12015,각산상회
2016,355002027,0,0,각산상회건너,각산상회건너,128.325533 ,35.996833 ,89,3690019400,128.325530 ,35.996815 ,2,1337.3,50,50,,,12016,각산상회건너
4003,355004014,0,0,감문리(문양역방면),감문리,128.424021 ,35.890748 ,169,1570001600,128.424005 ,35.890744 ,5,2402.6,50,50,,,14003,감문리
4004,355004015,0,0,감문리(왜관북부정류장방면),감문리,128.423954 ,35.891095 ,335,1570000800,128.423975 ,35.891102 ,5,2290.1,50,50,,,14004,감문리
4005,355004016,0,0,감문리 삼실(문양역방면),감문리 삼실,128.421127 ,35.886286 ,162,1570001600,128.421105 ,35.886280 ,6,2989.7,50,50,,,14005,감문리 삼실
4006,355004017,0,0,감문리 삼실(왜관북부정류장방면),감문리 삼실,128.421246 ,35.886221 ,342,1570000800,128.421268 ,35.886228 ,4,1653.9,50,50,,,14006,감문리 삼실
4007,355004018,0,0,감삼네거리,감삼네거리,128.549093 ,35.854431 ,75,1560000100,128.549002 ,35.854588 ,15,7018,50,50,,,14007,감삼네거리
4008,355004019,0,0,감천3거리(성의중고방면),감천3거리,128.133778 ,36.117655 ,303,3530038700,128.134003 ,36.117542 ,6,2080,50,50,1406,,14008,감천3거리
4009,355004020,0,0,감천3거리(아랫시장방면),감천3거리,128.133181 ,36.117865 ,131,3530040800,128.133310 ,36.117784 ,2,560,50,50,1406,,14009,감천3거리
16,355000442,0,0,강동병원앞,강동병원앞,128.423873 ,36.095744 ,223,3550090800,128.423860 ,36.095771 ,1,180,50,50,1061,,10016,강동병원앞
2017,355002028,0,0,강북석재,강북석제,128.364788 ,35.970923 ,233,3690002100,128.364781 ,35.970930 ,2,1535.3,50,50,1335,,12017,강북석제
17,355000453,0,0,강정(봉한2리방면),강정,128.360480 ,36.192323 ,209,3550016900,128.360458 ,36.192331 ,1,987.7,50,50,,,10017,강정
18,355000743,0,0,강정(해평버스정류장방면),강정,128.360631 ,36.192409 ,34,3550059700,128.360645 ,36.192396 ,1,1318.3,50,50,,,10018,강정
2018,355002029,0,0,강진삼거리,강진삼거리,128.332586 ,36.066238 ,220,3690011500,128.332631 ,36.066206 ,1,176.3,50,50,,,12018,강진삼거리
2019,355002030,0,0,강진삼거리건너,강진삼거리건너,128.332890 ,36.066240 ,42,3690029100,128.332856 ,36.066263 ,1,65,50,50,,,12019,강진삼거리건너
97,355000887,0,0,구운초등학교건너(괴평방면),구운초등학교,128.369646 ,36.170096 ,348,3550093600,128.369557 ,36.170031 ,1,51,50,50,1118,,10097,구운초등학교
2132,355002143,0,0,도개2리 반송건너,도개2리 반송,128.472121 ,36.049475 ,243,3690008100,128.472114 ,36.049487 ,7,4961.9,50,50,1387,,12132,도개2리 반송
98,355000891,0,0,구운초등학교건너(다식수도가압장방면),구운초등학교,128.369269 ,36.170017 ,47,3550081500,128.369354 ,36.170053 ,2,482.3,50,50,1397,,10098,구운초등학교
99,355000892,0,0,구운초등학교앞,구운초등학교,128.369452 ,36.170202 ,235,3550081600,128.369439 ,36.170218 ,1,359,50,50,,,10099,구운초등학교
2283,355002294,0,0,송학교입구,송학교입구,128.515193 ,36.107090 ,123,3690005900,128.515182 ,36.107079 ,1,786.6,50,50,,,12283,송학교입구
2286,355002297,0,0,송학리(학상오미기방면),하판식당 앞,128.520157 ,36.103672 ,210,3690022500,128.520205 ,36.103654 ,1,34.8,50,50,1071,,12286,송학리
2287,355002298,0,0,송학리윗세뜸입구,송학리윗세뜸입구,128.528093 ,36.099386 ,156,3690012800,128.528085 ,36.099380 ,2,872.2,50,50,,,12287,송학리윗세뜸입구
2288,355002299,0,0,송학리윗세뜸,송학리윗세뜸,128.528111 ,36.099500 ,336,3690030400,128.528119 ,36.099507 ,2,1687.9,50,50,,,12288,송학리윗세뜸
2289,355002300,0,0,송학리사거리,송학리사거리,128.520278 ,36.103466 ,30,3690005100,128.520241 ,36.103482 ,6,3814.5,50,50,1335,,12289,송학리사거리
483,355000034,0,0,수도가압장(SK실트론건너방면),수도가압장,128.414828 ,36.111205 ,276,3550105500,128.414828 ,36.111092 ,1,225.3,50,50,1285,,10483,수도가압장
484,355000092,0,0,선산전문장례식장건너,수도가압장,128.317235 ,36.267371 ,214,3550127200,128.317311 ,36.267305 ,3,1104.9,50,50,1211,,10484,선산전문장례식장건너
485,355000249,0,0,선산전문장례식장앞,수도가압장,128.317339 ,36.266987 ,32,3550127300,128.317259 ,36.267027 ,2,605,50,50,1372,,10485,선산전문장례식장앞
486,355000188,0,0,수도가압장건너편,수도가압장건너편,128.413383 ,36.110804 ,92,3550105700,128.413375 ,36.110949 ,2,201.5,50,50,1073,,10486,수도가압장건너편
487,355000018,0,0,수철앞,수철,128.401911 ,36.273661 ,302,3550089800,128.401879 ,36.273637 ,2,1921.9,50,50,1109,,10487,수철
488,355000169,0,0,수철건너,수철,128.400995 ,36.273878 ,117,3550092000,128.400987 ,36.273935 ,2,773,50,50,1109,,10488,수철
2291,355002302,0,0,순심여고건너,순심여고건너,128.399067 ,35.985740 ,15,3690033200,128.399023 ,35.985745 ,2,662.2,50,50,,,12291,순심여고건너
489,355000225,0,0,순천향병원건너,순천향병원,128.382681 ,36.101926 ,90,3550062200,128.382675 ,36.102033 ,1,62,50,50,,,10489,순천향병원
490,355000074,0,0,순천향병원앞,순천향병원앞,128.382582 ,36.102277 ,269,3550020700,128.382583 ,36.102139 ,1,249.1,50,50,,,10490,순천향병원앞
2294,355002305,0,0,숭오3리마을회관,숭오3리마을회관,128.330798 ,36.067032 ,124,3690059800,128.330959 ,36.066960 ,2,215,50,50,1406,,12294,숭오3리마을회관
2295,355002306,0,0,숭오리종점출발,숭오리종점,128.331557 ,36.068527 ,228,3690059800,128.331486 ,36.068440 ,1,14,50,50,1406,,12295,숭오리종점
491,355000301,0,0,습례1리,습례1리,128.256776 ,36.211748 ,51,3550143100,128.256672 ,36.211668 ,3,618,50,50,1412,,10491,습례1리
492,355000302,0,0,습례2리,습례2리,128.255314 ,36.210768 ,50,3550143100,128.255258 ,36.210728 ,2,411,50,50,1412,,10492,습례2리
493,355000303,0,0,습례2리입구,습례2리입구,128.251586 ,36.208213 ,69,3550143100,128.251642 ,36.208277 ,1,11,50,50,1412,,10493,습례2리입구
494,355000304,0,0,습례리,습례리,128.260312 ,36.213130 ,80,3550143100,128.260207 ,36.213106 ,4,969,50,50,1412,,10494,습례리
4189,355004200,0,0,시내이(대신방면),시내이,128.205542 ,36.153978 ,278,3530005900,128.205544 ,36.153995 ,3,1580.7,50,50,,,14189,시내이
4190,355004201,0,0,시내이(초산방면),시내이,128.205220 ,36.153942 ,98,3530004200,128.205216 ,36.153924 ,3,1381.9,50,50,,,14190,시내이
2296,355002307,0,0,시립공원묘지건너,시립공원묘지건너,128.530251 ,35.932662 ,50,3690036400,128.530265 ,35.932649 ,1,401,50,50,,,12296,시립공원묘지건너
2297,355002308,0,0,시립공원묘지,시립공원묘지,128.530222 ,35.932738 ,229,3690036300,128.530208 ,35.932751 ,2,406,50,50,,,12297,시립공원묘지
495,355000107,0,0,시민운동장건너,시민운동장,128.352660 ,36.114060 ,293,3550030100,128.352655 ,36.114050 ,1,216.2,50,50,1406,,10495,시민운동장
496,355000267,0,0,시민운동장,시민운동장,128.352592 ,36.113940 ,113,3550072400,128.352598 ,36.113952 ,4,1303.5,50,50,1406,,10496,시민운동장
497,355000099,0,0,시영아파트,시영아파트,128.334678 ,36.103967 ,189,3550028200,128.334773 ,36.103967 ,1,344.4,50,50,,,10497,시영아파트
498,355000110,0,0,시청정문앞,시청정문,128.345345 ,36.118205 ,263,3550030900,128.345368 ,36.118037 ,1,88.5,50,50,,,10498,시청정문
499,355000270,0,0,시청정문건너,시청정문,128.343607 ,36.117606 ,78,3550072900,128.343589 ,36.117774 ,1,75.2,50,50,,,10499,시청정문
500,355000111,0,0,시청후문건너,시청후문,128.344219 ,36.120599 ,289,3550031000,128.344218 ,36.120590 ,1,350.6,50,50,,,10500,시청후문
501,355000271,0,0,시청후문앞,시청후문,128.344454 ,36.120448 ,96,3550073000,128.344456 ,36.120457 ,1,154.8,50,50,,,10501,시청후문
2298,355002309,0,0,신2리내실,신2리내실,128.480113 ,35.956616 ,261,3690014600,128.480109 ,35.956634 ,3,945,50,50,,,12298,신2리내실
2299,355002310,0,0,신2리내실건너,신2리내실건너,128.479888 ,35.956511 ,81,3690032100,128.479892 ,35.956493 ,1,632.2,50,50,,,12299,신2리내실건너
